text;dialogtype
Did you make it up to the Enclave?  Did you speak to Commander Vale?;passive
Good job you did, getting the Commander out of there!;passive
We should be able to get the Estherians back home.  Thanks for getting them out of there.;passive
Nice work you did in there.;passive
A lot more of the Estherians are getting sick.  That's not a good sign.;passive
All quiet here, more or less.  Hey, good work you did, getting the Commander out of the Wellspring!;passive
Things are pretty safe here, now.  How are things out on the Temple Steppes?;passive
I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!;passive
Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!;passive
You must do all you can to stop the Grand Regent!  He is far too ill to visit the Watchweald Temple.  He might infect the Guardian!;passive
Sorry, but I don't think I'm going to be any use to you.  The medic here says that I've got broken ribs ... probably from when the Alchemist swatted me all the way out of Torchlight.;passive
Would you please tell him you're doing just fine?  He keeps trying to head up the pass to go help you ... and I'm the one who has to pick him up and put him back together, every time.;passive
What brought you back here?  Are the Sturmbeorn heading back this way?;passive
If the Alchemist already has Ordrak's Heart, what's he doing attacking Guardians?  I don't see what it gets him.;passive
The ratlins and the Sturmbeorn have all but disappeared, though we've noticed quite a few more warbeasts prowling around since you were here last.;passive
My sister has returned from the Path of the Honored Dead with the Scroll of Anom-Irek.  We must try to hold on until the Grand Regent can return and effect the cure to this sickness.;passive
Grand Regent Eldrayn is the oldest and wisest of the Estherians: a paragon of virtue and compassion, as well as our most accomplished elementalist.  So long as he protects us, the Estherians will endure.;passive
I spoke with Grand Regent Eldrayn before he left for the Watchweald Temple.  He seemed ... tired.;passive
I have always been led to believe that the Guardians could correct any imbalance, cure any ill.  Why have they not come to our aid?  Could the Alchemist have struck at the temples also?;passive
You're already cleared for the pass.  Good luck out there.;passive
Let me see your authorization.  Alright ... this looks in order.  Be careful out there.;passive
"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!
We're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?";passive
The Commander's quite impressed with you!  She said you've got the makings of a real hero!;passive
You have lifted the curse I brought upon myself, and my torment is finally at an end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...;passive
We were supposed to rescue some Estherians from these slavers, but the slavers had reinforcements.  We did find out that their leader, Kidrik, is holed up in a grotto under the lake.;passive
See those burned-out huts in the stockade?  We did that, to smoke the slavers out.  Just smash the lanterns, and the huts'll go up like kindling.  They'll come out right quick ...;passive
You've got to hurry, if you're trying to catch up with the Grand Regent.;passive
I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.;passive
I miss my husband so much ... but luckily I still have my little baby-wabies ...;passive
I got what I need, thanks.  If I have any more work for you, I'll be sure to let you know.;passive
You actually met a Guardian!  Which one was it?;passive
Meet me back in the Estherian Enclave, and I can enchant your gear!;passive
It's pretty clear the Alchemist was here, but bugged out, probably right before he went to Torchlight.  The place is still full of monsters, though, so watch your back in there.;passive
You saved the Commander's life out there, you know.  That makes you a hero, in my book.;passive
All quiet here, more or less.  Hey, good work you did, getting the Commander out of the Wellspring!;passive
Things are pretty safe here, now.  How are things out on the Temple Steppes?;passive
I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!;passive
Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!;passive
Word's getting back that you're doing really well out there.  I knew you could do it!;passive
The Destroyer really can't help you.  It's going to be several more days before he can get around ... let alone fight!;passive
All clear in the pass?;passive
All's quiet here.  How are things further up the pass?;passive
Hey, if you're heading back to the Enclave, can you check with the Commander?  See if she needs us to pull back to the Enclave?;passive
It grieves me that the Grand Regent is ... that he is dead.  But now that the Guardian of the Wild is free of Netherim influence, I can feel my own fever abating.;passive
The Estherians owe you a tremendous debt of gratitude.  Thanks to you, we will continue to endure.;passive
It seems that even the Grand Regent was not strong enough to fight off the Netherim corruption.  As I recall, he was one of those who had survived the plague at the Retreat.  Perhaps some small seed of the Nether-Beasts had taken root in his spirit, and left him vulnerable once again ...;passive
I should have known it was a Netherim plague!  The strange thoughts I had, the desire to leave the city ... it was exactly as it was, a thousand years ago, when the Netherim wormed their way into the Retreat.;passive
Word is that you met not one, but two Guardians!  What was that like?;passive
You're all set.  Keep up the good work!;passive
Everything's just about loaded, and my chief engineer is building up the boiler pressure.  You about ready to head out?;passive
"You're headed to the Ossean Wastes now?  Watch yourself down there; they say there's a war brewing, betweent the Zeraphi and the Ezrohir.";passive
You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...;passive
We will be moving along shortly.  Some of our injured need a bit longer to recover, before they are ready to travel.  Remember, if you should find yourself in Zeryphesh, please seek me out!;passive
It looks like the Alchemist was doing some kind of research in there, but he bugged out, probably right before he went to Torchlight.;passive
I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.;passive
Where you headed to next?;passive
I miss my husband so much ... but luckily I still have my little baby-wabies ...;passive
Did you make it up to the Enclave?  Did you speak to Commander Vale?;passive
We should be able to get the Estherians back home.  Thanks for getting them out of there.;passive
Nice work you did in there.;passive
Seems like your work here is pretty much done.  Maybe a little bit of mop-up here and there.  Do you know where you're headed next?;passive
I am confident that, should it come to war, the Guardians will be more than able to defend the city.;passive
I've heard that the Ezrohir are massing by the Forsaken Gate.  I wonder how they got past the Sphinx?;passive
The Guardian of Air will be able to provide us some support, but only inside the city walls.  If it should fall while flying outside, we won't be able to reach it for a rescue.;passive
Zeryphesh is my home.  If it's destroyed by the Alchemist and the Ezrohir, I will die with it.;passive
I'm actually rather surprised the Ezrohir have been able to move about the Ossean Wastes at all, with the Manticore making its lair out there, in the Stygian Aerie.;passive
Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!;passive
The Guardian of Air has ordered the gate to the Empty Quarter sealed.  If the Guardian gives you leave, then I can allow you to pass.;passive
If you haven't yet spoken to the Guardian of Air, I must caution you:  The Ossean Wastes are not safe during this siege.  If you get into trouble, we cannot send a rescue party.;passive
It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it.;passive
Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet.;passive
Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh.;passive
You've given us a fighting chance, hero.  Thank you.;passive
Do you think there's a connection between that business with the Guardians in Estheria and the Ezrohir suddenly deciding to attack us again?;passive
Weren't you headed to Zeryphesh?;passive
Seems like the Estherians are recovering nicely, thanks to you!;passive
Well, it seems there is an explanation for the Grand Regent's reticence to make use of the Scroll of Anom-Irek.  Who would have imagined that he would be vulnerable to possession by even the most powerful of Netherim?;passive
Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!;passive
"The ... Grand Regent was ... possessed?  By a Nether-Beast?
So ... the ""illness"" we thought he was spreading was some form of Netherim corruption?
I am so very, very confused right now.";passive
"If you see my sister, Miamin, in the pass, tell her to hurry.  The sickness is spreading; we need that cure!";passive
Grand Regent Eldrayn is the oldest and wisest of the Estherians: a paragon of virtue and compassion, as well as our most accomplished elementalist.  So long as he protects us, the Estherians will endure.;passive
Before the Sturmbeorn arrived, my brother had gone up into the Path of the Honored Dead to perform the Ceremony of Tranquility.  He has not yet returned.  I fear for his safety!;passive
The Vanquishers came to help us with the Sturmbeorn problem, but when their leader, Commander Vale, learned that it was the Alchemist who had attacked us, she seemed ... sad.  Were they friends once?;passive
The steppes are riddled with yak-trails and old funerary paths that even the Estherians have forgotten about.  It's no wonder the Sturmbeorn were able to get an army in here without anyone noticing ...;passive
You're a strong one to survive this pass, but there are even greater dangers in the Temple Steppes.  Be sure you're ready before you venture any further from the Enclave.;passive
"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!
We're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?";passive
Are you going back down the pass, now?;passive
The statue stares placidly into its pool.;passive
"Keep your eyes open out here.  We know the Sturmbeorn are in the pass; we can hear 'em messing around with the Estherian crypts.";passive
"The pass here is pretty straightforward:  just follow the road, and you'll be fine.
Of course, you'll still want to keep an eye out for the bear-men.";passive
Sorry, but if I can push the Destroyer back down every time he tries to stand up, then he's in no shape to take on the Alchemist!;passive
Now that you've been up Echo Pass, you should be able to handle just about anything!;passive
The ratlins and the Sturmbeorn have all but disappeared, though we've noticed quite a few more warbeasts prowling around since you were here last.;passive
Let me see your authorization.  Okay, you're cleared.  Good luck out there.;passive
I'm sorry, but I can't let you through here without authorization from Commander Vale, or the Estherian Grand Regent.;passive
We ... we got here too late?  How did the Alchemist get here ahead of us?  Just ... just let me rest a little longer, and I'll try to help you out.;passive
You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...;passive
The Commander went to the Wellspring Temple.  She should be back any time.;passive
I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.;passive
I got what I need, thanks.  If I have any more work for you, I'll be sure to let you know.;passive
There's too many slavers in there, and we've lost too many men!  We're not getting in there without a miracle.;passive
Meet me back in the Estherian Enclave, and I can enchant your gear!;passive
See those burned-out huts in the stockade?  We did that, to smoke the slavers out.  Just smash the lanterns, and the huts'll go up like kindling.  They'll come out right quick ...;passive
I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!;passive
Speak to the Destroyer. He's standing by a Vanquisher Medic, near the tavern building.;details
- Speak to the Destroyer;huddetails
"The Destroyer, one of the famous ""Heroes of Torchlight,"" asked you to accompany him back to the scene of his greatest triumph:  the small mining town where he, the Vanquisher, and the Alchemist defeated the dragon Ordrak.  When you got there, though, a pitched battle was going on, between soldiers of the Vanquisher Corps, led by Syl the Seer ... and the Alchemist!
The armor-clad Alchemist had retrieved Ordrak's Heart and was laying waste to Torchlight.  When Syl fell in battle, the Destroyer realized that he couldn't stop the Alchemist ... and, instead turned his efforts toward warning the next nearest settlement.  Unfortunately, between the winding trail and the Destroyer's injuries, it took you days to get even this far ... and the Destroyer can't go on ...";moredetails
"From the symptoms I observed, the Grand Regent has definitely contracted the illness.  He insisted on pushing on, though; the Guardian's welfare is more important.  But, if this sickness is instead some form of magical corruption, then the Grand Regent is taking it directly to the Guardian!";return
Collect the Passkey Ember from the Slavers' Stockade, and the Latchkey Ember from the Emberscratch Mines.  Use them to open the Watchweald Portal, in the abandoned Estherian Refuge.;details
Use the gems to open the Watchweald Portal, in the Estherian Refuge, in the Frosted Hills.;details_complete
"I was planning to enter the Watchweald through the other portal in the old Estherian Refuge.  Unfortunately the keys have been stolen.  Goblin miners took one, and we believe that some slavers who recently moved into the area have the other.  It takes both keys to activate the Watchweald Portal ... and it is beyond my abilities to retrieve them.
Recover the Passkey Ember from the slavers, and the Latchkey Ember from the goblins. You can use them to open the Portal in the Refuge, and intercept the Regent before he infects the Guardian!";intro
"- Acquire [ACQUIRE1] at Slavers' Stockade in Frosted Hills
- Acquire [ACQUIRE2] at Emberscratch Mine in Frosted Hills";huddetails
- Use the Ember Keys to activate the Watchweald Portal in the Estherian Refuge, in the Frosted Hills;huddetails_complete
"En route to the Watchweald Temple, you met Grand Regent Eldrayn's assistant, Elder Valin.  Valin told you that he had become lost en route to the Watchweald ... and that the Grand Regent was beginning to exhibit symptoms of the sickness!
With the temple doors sealed, though, the only way in is through an inactive portal in the abandoned Estherian Refuge.  Elder Valin told you that, to reactivate the portal, you would need to retrieve the Passkey Ember from a slavers' camp, and the Latchkey Ember from the goblin mines.";moredetails
Everything okay?  I thought you were going out to the Watchweald Temple, to look for the Grand Regent.;return
Go through Crows' Pass to the Frosted Hills, and find a way to intercept Grand Regent Eldrayn before he reaches the Watchweald Temple.;details
"This plague seems to specifically target beings of an inherently magical nature, such as the Estherians ... and the Guardians.  So far it's not affecting humans, so I've sent for a transport to bring us some medical supplies, and I'll be coordinating the medical relief here.
Meanwhile, you need to get out to the Watchweald Temple.  Take Crows' Pass to the Frosted Hills.  Try to catch up to the Grand Regent before he enters the temple.";intro
- Seek the Grand Regent in the Frosted Hills;huddetails
Greetings, traveler.  Can you assist me?  I was traveling with the Grand Regent, to the Watchweald Temple, when we became separated.  I was hoping to rejoin him at the temple ... but the doors have been sealed behind him.  He was very ill, when I last saw him.  I think he might have contracted the same sickness affecting the other Estherians.;complete
"Back at the Enclave, you learned that a strange, magical sickness has been spreading among the Estherians ever since the Alchemist's attack.  There is also a strong possibility that Grand Regent Eldrayn is carrying the disease, and he is already en route to the Watchweald Temple, to see to the protection of the Guardian of the Wild.
If the Grand Regent spreads this mystery illness to the Guardian, it could mean the end of all plants and animals, everywhere in the world!";moredetails
"I must be on my way soon.  If the Alchemist is attacking Guardians, he will be after the Guardian, at the Watchweald Temple ... assuming the Vanquisher failed to stop him at the Wellspring.
The Guardians are immensely powerful beings.  They control the elements, and thus provide for life.  But they are not inviolate; a sufficiently powerful attacker could overcome them.  If the Alchemist was able to do so, then the threat he poses is greater than anything the world has faced since the Netherim invasion a millennium ago.";return
Go through the Path of the Honored Dead to the Temple Steppes.  Enter the Wellspring Temple and ensure that the Guardian of Water is safe.;details
"Commander Vale believes that the Alchemist might attack the Wellspring Temple, in an attempt to reach the Guardian of Water ... for what nefarious purpose I am afraid to speculate.  There has been no word from either Vale, or the Guardian.
Scout the Wellspring Temple, and determine if the Guardian of Water is in any danger.";intro
- Discover the Wellspring Temple in the Temple Steppes and find Commander Vale.;huddetails
- Talk to Vale the Vanquisher;huddetails_complete
"I don't know who you are ... but I'm glad you came along!  We arrived just as the Alchemist was subduing the Guardian, but he caught us by surprise.  We couldn't stop him.
Grell and his raiders arrived shortly after the Alchemist left.  They've been trying to get in here and loot this place for years; the Alchemist's attack finally gave them the opening they needed.";complete
"It appears you were too late!  The Alchemist has already reached the Enclave ... and was rebuffed by the Estherian Grand Regent, Eldrayn.  The Alchemist fled toward the south, through the Path of the Honored Dead, toward the Wellspring Temple.
Shortly afterward, Commander Vale, another of the Heroes of Torchlight, and a close friend of the Destroyer's, arrived with a platoon of troops.  She quickly set off for the Wellspring Temple, to protect the Guardian of Water, in case the Alchemist struck there next.  There has been no word from her since.";moredetails
Are you about ready to head out?  I'm sure the Guardian of Water will be fine, now that she has a chance to recover, and doesn't have a small army to contend with.;return
The Alchemist is powerful, and determined.  These were always his greatest strengths, and they will make him a difficult foe to overcome.  And, if he steals the energy of more Guardians, he will be all but invincible.;return
Return to the Enclave and confer with Commander Vale.;details
- Return to the Enclave and talk to the Vanquisher;huddetails
- Talk to the Vanquisher;huddetails_complete
Apparently, things have gone from bad to worse while we were at the Wellspring.  Whatever was making the Estherians sick is spreading, and it's moved out into the lands north of here.  That's where the Grand Regent was headed.  If he's already reached the Watchweald, he'll have sealed the gates as a precaution ... which means that the whole temple could be turning into one big plague zone even as we speak.;complete
"The Alchemist must be stopped before he attacks any more Guardians!  Each time he siphons off our energy, the heart becomes more powerful ... and he becomes more dangerous.
You and Commander Vale should return to the Estherian Enclave, and plan your next move.";intro
The Guardian of Water has suggested that you return to the Enclave with Commander Vale, and discuss how best to handle the threat that the Alchemist poses.  Although the Guardian is severely weakened, it was able to open a portal to the Enclave for you.;moredetails
Report to the Vanquisher at the Estherian Enclave.;details
- Return to the Estherian Enclave and report to Commander Vale;huddetails
- Report to Commander Vale the Estherian Enclave;huddetails_complete
"I don't know if the Alchemist understands that Ordrak's Heart is wreaking such havoc ... or if he just doesn't care!  I hope there's still a chance to stop him, one way or another, before it's too late.
So the Guardian wants you to head to the Ossean Wastes?  You know what?  I think I can help you with that ...";complete
"I fear the Alchemist is a pawn of the Netherim.  With Ordrak's Heart and the power of the Guardians, a portal to the Nether Realm could be thrown wide,  and the world would be plunged into an age of never-ending torment.
Return to the Enclave immediately.  Commander Vale can help you secure passage to the Ossean Wastes, where two of my fellow Guardians can be found.  Stop the Alchemist before he can drain them as well!";intro
"The Netherim, the Alchemist, and this plague are all connected.  Everywhere the Alchemist goes, Ordrak's Heart taints the nature of magic itself.  It creates a kind of infection ... not too dissimilar from Ember Blight.  These tiny infections grow, and, eventually, develop into a conduit for Netherim.  The victim becomes a host to the Netherim: a ""Nether-Thrall.""
This is what happened to the Estherians.  And, for some reason, the effect was stronger with the Grand Regent.  Perhaps he was exposed more directly when he battled the Alchemist.  In any case, the thing that possessed the Regent, the thing that attempted to possess me, is more powerful than the others:  It is a Nether-Beast ... one of the Netherim Kings who led the invasion of our world an age ago.  I am sure it will return, seeking vengeance.";return
"The mystery plague that was converting Estherians into Nether-Thralls had a much more devastating effect on Grand Regent Eldrayn.  The once-noble Estherian statesman had been completely possessed by one of the dreaded Netherim ... and the thing would have possessed the Guardian of the Wild, if you hadn't stopped it!
Meanwhile, the Alchemist has been attacking Guardians in order to siphon off their elemental energies and empower Ordrak's Heart ... with his ultimate goal apparently to destroy the fabled Clockwork Core and throw wide the gates to the nightmare realm of the Netherim!";moredetails
"The Alchemist will be headed this way.  And if he passes through here, we'll be waiting for him!
Someone needs to warn the Estherians.  Head up the pass to their Enclave.  Find my old friend, Commander Vale, and let her know what happened.";return
"I thank you for your warning, but it has arrived too late.  This ""Alchemist"" has already come and gone, and it was all I could do to prevent him from entering the Enclave.  As it was, many Estherians were injured, and, since the confrontation, several more have become ill.  We are not sure what is causing it.
After his assault failed here, the Alchemist carried on southward, toward the Temple Steppes.  Commander Vale and her Vanquishers arrived a short while later, and pursued him, hoping to prevent further damage.";complete
Go through Echo Pass to the Enclave and warn the Estherians about the Alchemist.;details
- Reach the Estherian Enclave and speak to the Grand Regent;huddetails
"I think this is as far as I can go.  You should carry on to the Estherian Enclave, but you're on your own.
Warn them that the Alchemist destroyed Torchlight, and is headed their way.  He may be there already...";intro
Having trekked with the wounded Destroyer to Echo Pass to warn the Estherians of the Alchemist's approach, you are now on your own.  The Destroyer was too badly wounded in his battle with the Alchemist to go on ... and, you suspect, he wanted to mourn the death of his old friend and mentor, Syl.;moredetails
Use the Watchweald Portal to enter the Watchweald Temple. Stop the Grand Regent before he harms the Guardian of the Wild.;details
- Enter the Watchweald Temple via the Watchweald Portal and stop the Grand Regent;huddetails
- Speak to Guardian of the Wild in the Watchweald Temple;huddetails_complete
Thank you, mortal.  I was too weakened by the Alchemist to fend off the Nether-Beast, when it revealed itself.  Had you not appeared when you did, it would have possessed me as completely as it had the Regent.;complete
"As soon as you entered the Watchweald Temple, it was obvious that something was very wrong.  The entire building is overrun with mutated Estherians, and there are signs that a mighty battle has taken place ... and might still be going on.
Somewhere amid all of this chaos is Grand Regent Eldrayn.  And if he is trying to protect the Guardian of the Wild, he may have already infected the Guardian with the mysterious illness that has affected so many Estherians ... the same malady that appears to have turned them into ravening Nether-Thralls!";moredetails
"I should've known something was wrong with the Alchemist.  After we defeated Ordrak, our Ember Blight was cured ... but the Alchemist just couldn't give up his experiments.  The Destroyer and I ... we just pretended we didn't see the effect it was having on him.
We made a terrible mistake.  I just hope it's not too late to correct it!";return
Speak to the Guardian of Water, in the Wellspring Temple.;details
- Speak to the Guardian of Water;huddetails
"You have my gratitude, mortal.  Now listen closely, for a great evil is at work here.
The Alchemist's search for a cure to his Ember Blight has driven him to the brink of madness.  He siphoned off my energy to magnify the power of Ordrak's Heart, after he depleted it destroying Torchlight.
With the power of the Guardians, Ordrak's Heart could destroy all Ember everywhere.  Perhaps he believes that might cure his affliction.";complete
"You arrived at the Wellspring Temple to find it overrun with the bloodthirsty Sturmbeorn, and the Guardian of Water and the Vanquisher both captured by the fearsome General Grell.  After a fierce battle, you defeated Grell, and introduced yourself to the Vanquisher ... only to learn that the Alchemist was responsible for the attack on the Guardian, as well.
The Vanquisher, Commander Vale, advised you to speak to the Guardian of Water, to learn why the Alchemist had not only destroyed Torchlight, but why he had attacked the Guardian!";moredetails
Search the Minehead for the entrance to the Broken Mines.;details
Enter the Broken Mines and locate the Alchemist.;details_complete
- Enter the Broken Mines;huddetails
- Locate the Alchemist;huddetails_complete
"You must overtake the Alchemist before he reaches the Clockwork Core. With the power of Ordrak's Heart, he could destroy the barrier between the worlds, which would mean the end of everything.
You must defeat the Alchemist and seize the Heart. He intends to use it for destruction, but, infused with the energy stolen from the Guardians, it now has the power to restore the Core, and repair the damage to the barrier.";intro
"Only a few hours ago, the Alchemist stormed through the Imperial Camp, amid the dwarven ruins at Grunnheim, where he stormed into the dwarven mines, and sealed the Great Door behind him.
While you searched for a means to open the door again, the Alchemist has been running loose inside the mines, drawing nearer and nearer to his ultimate goal at the Clockwork Core.
If the Alchemist reaches the Core, he will use Ordrak's Heart to destroy i ... and the world will end.";moredetails
"The Alchemist will try to use Ordrak's Heart to destroy the Clockwork Core. If he succeeds, reality itself will be torn open, and the Netherim will flood through. The world will end.
But the Netherim have not told the Alchemist everything. Ordrak was once a Guardian, of sorts, and his heart is more powerful than they imagine. Certainly, the Netherim have corrupted it, but, if it were put to a good use... such as rejuvenating the Clockwork Core... then the world would be safe from their kind once again, and perhaps for all time.";return
Defeat the Netherlord.;details
Install Ordrak's Heart in the Clockwork Core.;details_complete
- Defeat the Netherlord;huddetails
- Install Ordrak's Heart;huddetails_complete
"The Alchemist lies defeated, and you have Ordrak's Heart! Your quest is nearly at an end.
Somewhere, though, further inside the Clockwork Core, the foul Netherim are still straining and clawing at the walls of reality, trying to tear their way through into the world.
And you are all that stands between them and the end of the world.";moredetails
All the world owes you a debt that they can barely comprehend, let alone ever repay.;complete
Defeat the Alchemist and retrieve Ordrak's Heart.;details
Defeat the Alchemist and retrieve Ordrak's Heart.;details_complete
- Defeat the Alchemist and retrieve Ordrak's Heart;huddetails
- Defeat the Alchemist and retrieve Ordrak's Heart;huddetails_complete
"The Alchemist is inside the Broken Mine, and on his way to destroy the Clockwork Core and unleash the Netherim upon the world. But his plan hinges on using Ordrak's Heart as a weapon; if you can wrest it from his grasp, you can stop him, and the Netherim, and save the world!";moredetails
We've been trying to get through the Great Door for weeks. We determined that the door was missing its power source, and were beginning to mount an expedition to the Scrapworks to find a replacement. The Alchemist attacked before we could act.;return
Trying to reach the Scrapworks?  That's what we were doing - until a cave-in made it impossible to get through the entrance.;complete
Travel through the Rotted Path and the Blightbogs to the Middenmine, and seek the entrance to the Scrapworks. Search the Scrapworks for a Power Source, and bring it back to Professor Stoker in the Imperial Camp.;details
- Search the Scrapworks for a Power Source;huddetails
"I wish you had gotten here sooner! The Alchemist came through here about an hour ago. He laid waste to the camp and then went through the Great Door, there - sealed it shut behind him.
We believe that door leads to the Clockwork Core. We've been unable to open it ourselves, but we know how in theory. See that dwarven automaton? It's designed to open the door, but it's missing its Power Source. There should be one in the Scrapworks, but it was too dangerous for us to enter. Perhaps you will have more luck.";intro
"You have arrived at the Imperial Camp in the midst of the ruins at Grunnheim to find that the Alchemist is only an hour or so ahead of you. After destroying the camp, the Alchemist went through a nearby door, believed by Professor Stoker, the camp's chief archeologist, to lead to the Clockwork Core.
If the Alchemist reaches the Clockwork Core with Ordrak's Heart, he can unleash the Netherim upon our world. You must find a way to open the Great Door. The Professor believes that the automaton by the door is equipped to open it, but only if you can find a replacement for its dead power source.";moredetails
"I've been having a look at the automaton again, and I think the overall charge doesn't need to be too great... just enough to impel its servomotors to open and close the door. It's not like we need it to do any fighting, after all!
That's a good thing. The old machines in the dwarven Emberworks might still be functioning, but only just... and, although we might be able to work out how to make them work, we don't exactly know how to get the most out of them. That's why the Empire sent this expedition, after all!";return
That's it!  That's the ticket! Just let me install this, and let's hope it works!;complete
Travel through Rivenskull Gorge to the Sundered Battlefield. Search the Emberworks for a way to recharge the Power Source, then return to Professor Stoker at the Imperial Camp.;details
"- Journey to the Sundered Battlefield via Rivenskull Gorge; Locate the Emberworks and recharge the Power Source";huddetails
- Return the Power Source to Professor Stoker at the Imperial Camp;huddetails_complete
The Alchemist is slipping further out of reach! On Professor Stoker's advice, you retrieved a Power Source for the old dwarven automaton, but its charge was exhausted. So, while the Alchemist draws ever closer to the Clockwork Core, you're forced with searching an ancient dwarven battlefield for a way to recharge the Power Source.;moredetails
This is the only entrance to these mines that we've found, so the Alchemist is almost certainly in there.  That probably means he's near his goal, whatever that is ... and that means he'll do everything he can to keep you from stopping him.  He'll be even more desperate, more dangerous.;return
My powers remain diminished, but I had to come, to give you a warning.  The barrier between our world and the Nether is most fragile at the Clockwork Core.  Hordes of them are beginning to burst through, and, if the Alchemist destroys the Core, the tide of Netherim will be unstoppable.;complete
With the Great Door now opened, you prepare to enter the Broken Mines in pursuit of the Alchemist.;details
- Place Power Source in Robo-Porter in the Imperial Camp;huddetails
- Enter the Broken Mines;huddetails_complete
"We're nearly there, my friend!  Stand back while I activate the Automaton!
I don't know what we'll encounter in there.  We know that the Alchemist went that way, and he won't have made it easy for anyone to follow him.";intro
"You have recharged the Power Source!  Once you install it, the automaton should come to life and ... if all goes well ... it will open the Great Door, and you can continue your pursuit of the Alchemist.
Meanwhile, the Alchemist has been inside the old dwarven mines for hours.  If he hasn't reached the Clockwork Core by now, he must be dangerously close.
Time is running out.";moredetails
We've been trying to get through the Great Door for weeks. We determined that the door was missing its power source, and were beginning to mount an expedition to the Scrapworks to find a replacement. The Alchemist attacked before we could act.;return
"Well done! This Power Source will fit perfectly into the automaton's boiler!
Hmm... That's odd. Nothing's happening. Oh, no... I was afraid of this! The Power Source is completely drained! This is going to be more difficult than I'd anticipated.";complete
Travel through the Rotted Path and the Blightbogs to the Middenmine, and seek the entrance to the Scrapworks. Search the Scrapworks for a Power Source, and bring it back to Professor Stoker in the Imperial Camp.;details
- Search the Scrapworks for a Power Source;huddetails
- Bring the Power Source to Professor Stoker in the Imperial Camp;huddetails_complete
"You have arrived at the Imperial Camp in the midst of the ruins at Grunnheim to find that the Alchemist is only an hour or so ahead of you. After destroying the camp, the Alchemist went through a nearby door, believed by Professor Stoker, the camp's chief archeologist, to lead to the Clockwork Core.
If the Alchemist reaches the Clockwork Core with Ordrak's Heart, he can unleash the Netherim upon our world. You must find a way to open the Great Door. The Professor believes that the automaton by the door is equipped to open it, but only if you can find a replacement for its dead power source.";moredetails
You arrive in Grunnheim to find the Imperial Camp has recently been attacked. Seek out Professor Stoker to discover the fate of the camp and learn about the Clockwork Core.;details
Seek out Professor Stoker.;huddetails
"I've been having a look at the automaton again, and I think the overall charge doesn't need to be too great... just enough to impel its servomotors to open and close the door. It's not like we need it to do any fighting, after all!
That's a good thing. The old machines in the dwarven Emberworks might still be functioning, but only just... and, although we might be able to work out how to make them work, we don't exactly know how to get the most out of them. That's why the Empire sent this expedition, after all!";return
Who are you? What do YOU want?;complete
Travel through Rivenskull Gorge to the Sundered Battlefield. Search the Emberworks for a way to recharge the Power Source, then return to Professor Stoker at the Imperial Camp.;details
"- Journey to the Sundered Battlefield via Rivenskull Gorge; Enter the Emberworks and recharge the Power Source";huddetails
"This is only a minor setback. We knew about these Power Sources from our explorations of the Emberworks, on the far side of the Sundered Battlefield. We found machines there that the ancient dwarves once used to craft them. If you can reach the Emberworks, it should be child's play to recharge it.
You'll have to make your way through Rivenskull Pass to reach the battlefield. Once you've charged the Power Source, come back here, and we'll install it in the Automaton.";intro
