text;audiofile
Goodbye.;
The dark side dwells in us all, but you cannot give in to your baser instincts like this!;NGLOBEJUHA11852_.mp3
I believe we were down to 3000 credits. I will stay with that.;
3000 credits. That seems fair. I'll pay it.;
I started too high last time. Let's go with 4000 credits.;
4000 is fair. I'll pay it.;
[Persuade] Come now, think of the advertising you'll get from me.;
[Success] I believe you actually would tell people of my business. All right, but this is the last offer! 2500 credits!;
[Success] That might be worth something, but you're still cheating me. All right, 3000 credits then!;
[Failure] People will think I was a fool to sell at such a price! I will not!;
[Force Persuade] You will lower your price. I deserve it.;
*whisper* The Jedi Council wouldn't approve, but they always were a little stodgy about using the Force on people. Sometimes you gotta do what you gotta do.;NGLOBEJOLE09758_.mp3
[Success] I will lower my price for you. You are deserving. 2500 credits. No lower.;
[Success] You are deserving, I know. I will go as low as 3000 credits. That is a very fair price.;
*whisper* You should treat your power with respect, not use the Force on a whim like it is some toy!;NGLOBEJUHA11853_.mp3
*whisper* I can be pretty convincing when I have to be, but that mind trick is something else!;NGLOBEMISS13301_.mp3
*whisper* The Force is not a thing to be trifled with. Continue to use it frivolously and you may find yourself straying down the dark path.;NGLOBEBAST06898_.mp3
[Failure] I... no I can't. I can't! people will think I was a fool to sell any lower.;
Well, normally I'd give a discount because I hear you are a swoop racer like my brother, but times are hard right now.;
It's a very solid machine, in good shape. I can't let it go for less than 5000 credits.;
5000 is steep, but I'll pay it.;
Could I convince you to lower the price a bit?;
4000! Not a credit less!;
That was quick. Desperate to sell?;
Ah, no, not really, but the first figure really was a little high. You never know, the occasional person bites right away.;
Perhaps I can convince you to go lower?;
Lower? How low are you expecting me to go? These are difficult times. The debt the droid covered was a large one.;
I can't pay that. I'm not interested.;
What functions have you tested?;
I haven't examined its programming, but I have made some observations. It has obvious protocol and translation skills, including Sand People dialects, apparently.;
Surprisingly, it also handles weapons exceptionally well. I'd even say it's seen combat, but it won't tell.;
Stubborn thing. It needs to sell itself better. Two moisture farmers have been in, but it just stood there.;
What does the HK-47 designation mean?;
Haven't got a clue. It doesn't match any protocol or utility standard. I assume it's a retired model.;
I'd tell you to ask the thing yourself, but it's pretty stubborn. Quality construction though.;
Where did you get this HK-47?;
I acquired the droid from a friend that manages an off-world Czerka warehouse. It was in trade for a debt he owed.;
Gee, that doesn't sound suspicious at all. Warehouse workers have a bad habit of paying off their debts with other people's property, you know.;NM17AC08YU02073_.mp3
He said no one would miss it. Might have been surplus. It doesn't look like it was Czerka-made though.;
You know, I may have been out of circulation for a while, but doesn't it seem likely to you that this friend of yours didn't own the droid?;NM17AC08YU02074_.mp3
And was this a droid of his own... or something stored in that warehouse?;NM17AC08YU02075_.mp3
Sounds like you've got a faulty droid on your hands.;NM17AC08YU02017_.mp3
Basilisks were always much more reliable than the stuff you see in the Republic or Sith Empire.;NM17AC08YU02018_.mp3
You bought it. Sold as is with no guarantee. Sorry, but any problem it's having is yours alone.;
Observation: I am not a problem, you useless organic meatbag! You and your lack of any organized mechanical skills are a problem!;NM17AC08YU02080_.mp3
Uhhhh... yes, like that sort of problem. Good luck with that.;
That's business on Tatooine, I'm afraid.;
But, I could have misheard. They cover very large areas when they scavenge, but aren't doing much right now.;
What is stopping the Jawas from scavenging?;
Again, I may have misunderstood, but I think some of their tribe-mates are missing. I think they wanted help.;
I stay away from trouble, but if you are interested, there was a Jawa by the city gate. You'll need a droid to translate though.;
I don't need a translator. I understand most languages fine.;
Impressive. That HK-47 I sold you would be of considerable help as well, I imagine, though I'm still not certain what it was fully capable of.;
Did the Jawas bring you this HK-47?;
No, they keep assembled or working units to sell themselves. They don't have them often. No place to store them.;
Mostly they bring in parts. There's the occasional antique. Old blasters and the like. Tatooine has a few buried secrets.;
Really? The Jawas give me trouble. Say, maybe I could interest you in a multipurpose droid? HK-47. Very nice.;
Thanks. Goodbye.;
Oh, thank you, most definitely.;
Fine, I'm leaving.;
Good riddance. You aren't welcome here.;
What is this? A customer I don't recognize? Perhaps you bring off-world money to Yuka Laka?;
What do you have available in your shop?;
You are lucky to have come at this time. I have one droid ready to go. I just took possession of it. An HK-47.;
It's a fine protocol translator. I think it's been modified. It claims to understand the Sand People dialect, and also has some armor mounts. Combat ready, perhaps?;
My money is my own business.;
Of course it is, of course, but you must appreciate the finer things. Just take a look at the droid I have available. An HK-47.;
Hello again! It is unfortunate, but I have nothing new in droids to show you right now. Things are very slow.;
But, since you purchased that worn out HK-47, you will get excellent prices as soon as I am restocked.;
Objection: Worn out?! Listen, you talentless organic meatbag... one word from my master and I will pull you apart limb from useless limb!;NM17AC08YU02118_.mp3
Err... you've gotten a little hostile there, droid, haven't you?;
I have always been hostile. Now that I need no longer rely on you and your primitive maintenance skills I do not need to hide it.;NM17AC08YU02120_.mp3
Yes, well... just keep away from me, then. I'm just an honest businessman.;
Welcome back! Yes, I knew you would return. I still have that droid available. This HK-47 is a good deal.;
Ahhh... what is this you bring me, Shaardan?;NM35AAUTHA22000_.mp3
It is none other than the sword of Ajunta Pall, Master.;NM35AAUTHA22001_.mp3
Fool. All the trouble you went through for your deception, and you did not even make an effort to verify the sword's authenticity?;NM35AAUTHA22002_.mp3
M-master? What... what do you mean?;NM35AAUTHA22003_.mp3
There is no place for fools amongst the Sith. Begone.;NM35AAUTHA22004_.mp3
Your destiny lies elsewhere, young one, not with the Sith... at least, not yet. Go... and return another time, if you still wish to.;NM35AAUTHA22005_.mp3
Greetings, prospective students. It appears we have a late entry. Who do you bring before me, Yuthura? A young human, bristling with the Force?;NM35AAUTHA22006_.mp3
A human that has had some training, it seems, Master Uthar. Very promising, I think.;NM35AAUTHA22007_.mp3
Promising? Hmmph. That one's not worthy to lick spit off your shoes, master.;NM35AAUTHA22008_.mp3
I met this one in the colony... unworthy, if you ask me.;NM35AAUTHA22009_.mp3
That I'll judge for myself, thank you. Tell me, human... what do you know of the ways of the Sith? What preconceptions has your mind been polluted with?;NM35AAUTHA22010_.mp3
I know more about the Sith than you... I've just forgotten.;
Indeed? Then perhaps you would care to demonstrate for us the powers of a Sith Master. ...No? Then perhaps you shall keep your foolishness to yourself and actually learn something.;NM35AAUTHA22012_.mp3
The Jedi equate the light with goodness and strength and the dark with weakness and evil. That is their tradition and it is truly no surprise that they cling to it for comfort.;NM35AAUTHA22023_.mp3
We, however, do not treat the Force as a burden. We treat it as a gift, a thing to be celebrated. We use it to acquire power over others... and why should we not? Because the Jedi say we should not?;NM35AAUTHA22024_.mp3
We are as the Force is meant to be. The Jedi would hide that from you... they would tell you the dark side is too quick, too easy, all so that they need never challenge the passions that lie within them.;NM35AAUTHA22025_.mp3
Joining with us means realizing your true potential. It means not stifling yourself solely for the sake of hide-bound shamans and their antiquated notion of order. Be what you were meant to be.;NM35AAUTHA22026_.mp3
What say you, Lashowe? Are you ready to learn the secrets of the dark side? Dare you?;NM35AAUTHA22027_.mp3
I dare, Master Uthar! I am ready!;NM35AAUTHA22028_.mp3
Brash and fiery, as expected. Turn that passion to your advantage, child. What of you, Mekel? Are you ready?;NM35AAUTHA22029_.mp3
I am, Master. More than ready.;NM35AAUTHA22030_.mp3
I sense much anger within you, young one. That is good. That will provide you power. And Shaardan... what of you?;NM35AAUTHA22031_.mp3
I am always ready!;NM35AAUTHA22032_.mp3
I see. You had best gather your wits for the trial ahead, boy, or you will not last.;NM35AAUTHA22033_.mp3
And you, young human? Does this interest you? Are you ready to learn more of what I speak?;NM35AAUTHA22034_.mp3
And what of my companions?;
Your slaves? They are irrelevant. They may accompany you, so long as they do not interfere with us or with your training. Are you ready or not, young one?;NM35AAUTHA22036_.mp3
I am ready to learn more.;
And so shall it be.;NM35AAUTHA22038_.mp3
Now, then. All of you five recruits have shown a degree of facility with the Force... you all have the potential to become true Sith. Only one of you, however, will succeed.;NM35AAUTHA22039_.mp3
The one who succeeds will be admitted to the academy as a full Sith. All others must wait until next year and try again... if you survive.;NM35AAUTHA22040_.mp3
My pupil, Yuthura, shall be your teacher and master while you attempt to prove yourselves. Heed her words.;NM35AAUTHA22041_.mp3
As Master Uthar said, none of you are true Sith *yet*. For that to occur, one of you must do enough of worth... gain enough prestige... to be selected.;NM35AAUTHA22042_.mp3
What is an act of worth? You must learn that for yourselves. Remember that you are competitors, here... fight for your destiny, or go home.;NM35AAUTHA22043_.mp3
If you wish to gain a lead over your competitors, the first of you to learn the Code of the Sith and tell me of it will be rewarded.;NM35AAUTHA22044_.mp3
The rest is for you to discover. Welcome to the dark side, my children... your one chance at true greatness lies here.;NM35AAUTHA22045_.mp3
Are you? I can see into your heart, young human, and I see the dark kernel that is there. If it is ready to sprout remains to be seen.;NM35AAUTHA22046_.mp3
I don't know...;
An honest answer. You will make little progress, however, if you do not come to learn that any opportunity, even an unsure one, must be snatched.;NM35AAUTHA22048_.mp3
But... power without consideration of morality is a weakness.;
Ha ha ha! You are brave to argue, young one. I have met few students who would speak so openly to me.;NM35AAUTHA22050_.mp3
Ask yourself first what this 'morality' is? How is it created? Who does it benefit? Where do your notions of 'good' and 'evil' come from?;NM35AAUTHA22051_.mp3
You may come to the realization that morality is but an obstacle to overcome... or not. The discovery is yours to make, should you be ready.;NM35AAUTHA22052_.mp3
I've killed too many Sith to have preconceptions about them.;
Most impressive, if it is true. Those who were too weak to stand against you deserved their fate, so expect no retribution from us. There is much you can learn from the Sith, and we from you.;NM35AAUTHA22020_.mp3
I don't know anything about the Sith, to tell the truth.;
An honest if evasive answer. Likely it is more true than you realize. Allow me to speak of the deeper matters at hand.;NM35AAUTHA22022_.mp3
I know that the Sith are powerful. A force to be reckoned with.;
A diplomatic answer, if not the core of the matter. Our power is obvious. The question in truth goes much deeper than the surface.;NM35AAUTHA22014_.mp3
The Sith are evil and have surrendered themselves to the temptation and corruption of their power.;
An honest answer, and one I would expect from anyone who has been exposed to those sad relics amongst the Jedi. As always, young human, the truth is not quite so simple.;NM35AAUTHA22016_.mp3
The Sith do what they want and pay no heed to duty or discipline.;
Untrue. The Force demands discipline from all who use it, and the Sith demand duty. The truth goes far beyond such a superficial evaluation.;NM35AAUTHA22018_.mp3
So, then. I take it you are ready to travel to the tomb of Naga Sadow? Your final test should not be delayed.;NM35AAUTHA22053_.mp3
What is this tomb of Naga Sadow?;
It is a tomb that belonged to an ancient Sith Lord... the greatest of Korriban's Sith Lords, in fact. It is there that your test is performed.;NM35AAUTHA22055_.mp3
What is this final test?;
I will tell you the details when we are there, young one. You will, however, fight for your life... that is why I suggest you be in sufficient health.;NM35AAUTHA22057_.mp3
I am ready to go.;
Then we go now.;NM35AAUTHA22059_.mp3
I'm not ready just yet.;
Then return when you are. Do not delay overly long, young one.;NM35AAUTHA22061_.mp3
Do not forget our agreement regarding Yuthura's treachery. We shall put her in her place... should you reach the final test, that is.;NM35AAUTHA22062_.mp3
How do I gain prestige?;
Oh? It is no more complicated than I said. Perform impressive deeds or bring me a suitably valuable artifact from the Valley of the Dark Lords.;NM35AAUTHA22065_.mp3
Observation: We could begin by slaughtering the inhabitants of this building, master. Would that be impressive?;NM35AAUTHA22066_.mp3
Beep-beep boop boooop.;
No, I didn't mean *us* as well, you moronic droid.;NM35AAUTHA22068_.mp3
It is like the rites of passage of my home, except the only purpose here is to brag about it. No personal pride at all.;
Really, however, you should seek out Yuthura and get her advice. She is your trainer, after all, yes?;NM35AAUTHA22072_.mp3
Where is this valley?;
There is an exit that leads to the surface of the planet... the valley is only a short trip from there. It is not difficult to find.;NM35AAUTHA22074_.mp3
I want to know some more about you.;
You wish to know more about me, do you? And why would I indulge your idle curiosity? Will we be good friends, you think?;NM35AAUTHA22076_.mp3
I strived many years to hone my power until I was able to drive out my predecessor and rule the academy. If you are smart, you will aim to do the same, or better.;NM35AAUTHA22077_.mp3
There is nothing else that you need to know. Do not ask again, young one.;NM35AAUTHA22078_.mp3
I have something to tell you about Yuthura...;
Oh? What is my apprentice up to now?;NM35AAUTHA22080_.mp3
She wants me to help her kill you at the final trial.;
I see. It is good that you have come to me with this information, young one.;NM35AAUTHA22082_.mp3
It is a bit... ironic... that Yuthura has begun her plotting. I have been aware of her growing ambitions for some time, and had in fact already decided to remove her.;NM35AAUTHA22083_.mp3
Normally, the one who gains the most prestige would engage in a final trial... two of the students would fight. This time it will be Yuthura who battles, though she does not know it.;NM35AAUTHA22084_.mp3
Perhaps it will be you who combats her? Yes... perhaps so. This is what you can do. Give this pad to Adrenas... he will put some poison in her bath.;NM35AAUTHA22085_.mp3
This will weaken Yuthura for that final test, making her an easy target. Rather generous of me, don't you think?;NM35AAUTHA22086_.mp3
Hm. This should be interesting.;NM35AAUTHA22087_.mp3
For coming to me with this information and betraying your foolish trainer, I feel you are worthy of prestige, young one.;NM35AAUTHA22089_.mp3
You have impressed me enough, by my estimation, to become a Sith in full. Congratulations, young one... you have bested the others quite completely.;NM35AAUTHA22098_.mp3
You have but one final test which you must take, and this requires us to travel to the tomb of Naga Sadow in the Valley of the Dark Lords.;NM35AAUTHA22099_.mp3
I would advise you to be rested and equipped before we leave. Return to your quarters now and seek me out in the morning.;NM35AAUTHA22100_.mp3
When you return, make sure that you have all that you will need... for you will face your test alone. Go, and may the Force serve you well.;NM35AAUTHA22101_.mp3
Go, now... you have not yet impressed me enough to declare you the victor. I have matters to attend to.;NM35AAUTHA22090_.mp3
I have something to tell you about a student...;
A student, is it? What might you have to say?;NM35AAUTHA22094_.mp3
It's Kel Algwinn. He has... doubts... and is thinking of leaving.;
Ahhhh. I think I know this one you speak of. You gained his confidence to admit such, did you?;NM35AAUTHA22096_.mp3
I commend your competitive spirit... you have certainly impressed me. I shall speak to the boy straight away.;NM35AAUTHA22097_.mp3
Go, now... you have done well, but you have not impressed me enough to declare you the victor. I have matters to attend to.;NM35AAUTHA22102_.mp3
I know the Code of the Sith.;
Then finish the Code as I speak it.;NM35AAUTHA22106_.mp3
"""Peace is a lie, there is only...""";NM35AAUTHA22107_.mp3
Serenity.;
No. No, that is incorrect. I would have thought merely reciting the Code to be a simple matter. Ah, well.;NM35AAUTHA22145_.mp3
I dealt with those renegade students.;
Ahhh. The ones I ordered executed for their mutiny? It's done, then?;NM35AAUTHA22148_.mp3
Yes. They are all dead.;
Indeed. I had the caverns checked after you left. Well done.;NM35AAUTHA22150_.mp3
The lesson is learned, I believe.;NM35AAUTHA22151_.mp3
[Lie] Yes, they are all dead.;
[Success] Indeed? We checked the caves and found only a couple of bodies. Perhaps the shyrack ate them? Ah, it is just as good, I suppose.;NM35AAUTHA22153_.mp3
[Lie] It's done. They are... gone.;
I have the sword of Ajunta Pall.;
Ahhh, finally, the genuine sword! I knew that this relic would be unearthed in time. I can feel the power flowing through it!;NM35AAUTHA22156_.mp3
I can't say I approve, putting this weapon in the hands of --;NM35AAUTHA22157_.mp3
Quiet! Remember where we are!;
Well done! You have impressed me greatly!;NM35AAUTHA22160_.mp3
We should have kept that. It could have made a --;NM35AAUTHA22159_.mp3
I dealt with the rogue droid in the tombs.;
Yes, so I hear. I've had reports from some students that ventured into the tomb after you left and found the parts. Well done.;NM35AAUTHA22162_.mp3
I am impressed. You have rid us of a potential nuisance.;NM35AAUTHA22163_.mp3
Oh? I heard that the droid ran out and blasted off into the sky. We tracked it for a short while before it vanished from our scanners. What do you make of that?;NM35AAUTHA22164_.mp3
[Lie] I activated his self-destruct and he ran... but he is dead.;
[Success] I... suppose so. That would explain his disappearance from our scanners, certainly, though I would prefer proof. Still, it shows innovative thinking.;NM35AAUTHA22166_.mp3
Or innovative lying.;NM35AAUTHA22167_.mp3
Shh! Quiet back there!;
Heh. It shows innovative something, that's for sure.;NM35AAUTHA22169_.mp3
[Lie] I tampered with him. He no longer functions as he did, and will not return.;
[Success] I... suppose that will have to do, though I would prefer proof of his destruction. Still, it shows innovative thinking.;NM35AAUTHA22171_.mp3
I found Jorak Uln, the 'hermit' in the hills.;
Ahh, my old master. Still... unless you bring back something of his, some writings or similar, I am unimpressed. Jorak's fate means nothing to me.;NM35AAUTHA22175_.mp3
I have a tablet written by Jorak Uln.;
Oh? Let me see... it appears my old master was busy studying the writings in one of the tombs. How interesting. I do hope you had to pry this from his dead fingers.;NM35AAUTHA22177_.mp3
Regardless, you have impressed me with your worthy act.;NM35AAUTHA22178_.mp3
I know the location of the Mandalorian prisoner's weapon cache.;
Oh? And why would that be of use to me? His interrogator already brought me that information moments ago.;NM35AAUTHA22180_.mp3
A valiant attempt, young one, but you must be quicker than that if you wish to impress me.;NM35AAUTHA22181_.mp3
Has Lashowe shown you the Jedi holocron?;
She did. Prestige is not shared, however, if that is what you are wondering. If you aided her, it was to her benefit and not yours.;NM35AAUTHA22190_.mp3
I have found a Jedi holocron.;
*chuckle* I had heard that such an artifact existed. Tell me, young one... did you acquire this device by yourself?;NM35AAUTHA22192_.mp3
Yes.;
You lie. Still, what matters is the fact that you succeeded. And Lashowe... does she yet live?;NM35AAUTHA22194_.mp3
[Lie] I have no idea. Probably.;
You didn't kill her? How very foolish. Now you have an enemy to contend with. The holocron, itself, is an impressive item, however.;NM35AAUTHA22196_.mp3
No, I killed her.;
Ha ha! Well done! You gained an artifact through trickery and eliminated an opponent at the same time. That is deserving of great prestige!;NM35AAUTHA22198_.mp3
No.;
So I see. And Lashowe... does she yet live?;NM35AAUTHA22200_.mp3
I've killed Lashowe.;
Killed her out of revenge, did you? Well done. I can appreciate such drama, believe me.;NM35AAUTHA22202_.mp3
I am most impressed that you have eliminated an opponent so handily.;NM35AAUTHA22203_.mp3
I've killed Shaardan.;
Yes, so I hear. Still, it was Shaardan's failure and hardly your success, now, was it? Not quite worthy of prestige.;NM35AAUTHA22205_.mp3
I've killed Mekel.;
Maybe it's better to say that Mekel is dead, yes? Considering the circumstances, I am unimpressed... though you do now have one less opponent.;NM35AAUTHA22207_.mp3
I'll be on my way.;
Indeed. You have much to do, yet.;NM35AAUTHA22209_.mp3
Very well. You have impressed me... definitely a good start.;NM35AAUTHA22210_.mp3
You have gained considerable prestige... you are very close to the end. Do not falter now.;NM35AAUTHA22211_.mp3
You do? That is most interesting. Where might that be?;NM35AAUTHA22182_.mp3
It is hidden within a trap door on his ship.;
Hmm. How ironic that I recently had his vessel scrapped for parts, then. I had assumed it had been thoroughly scanned... apparently not.;NM35AAUTHA22184_.mp3
Still... you have done well in bringing me information that others could not unearth on their own. I am impressed.;NM35AAUTHA22185_.mp3
I've... changed my mind.;
Oh? How very sad, young one. You should learn to grab your advantages whenever you can.;NM35AAUTHA22187_.mp3
Strength.;
Passion.;
"""Through passion I gain...""";NM35AAUTHA22111_.mp3
Power.;
Victory.;
Chaos.;
Harmony.;
Never mind.;
I see. Then leave me be if you have nothing to offer. I am sure you have much to do.;NM35AAUTHA22104_.mp3
I'd love to know what's going on in that tricky mind of yours.;NM35AAUTHA22088_.mp3
Nothing. I shouldn't have brought it up.;
I see. Well, then... should you change your mind... you know where to come, yes?;NM35AAUTHA22092_.mp3
So it's a popularity contest, basically? Wonderful.;NM35AAUTHA22069_.mp3
One has to wonder exactly what a Sith Master would find 'impressive'.;NM35AAUTHA22070_.mp3
Greetings, young one. You have much to do, yet... you have gained little prestige. You will have to work quickly if you hope to best the others.;NM35AAUTHA22063_.mp3
Greetings, young one. I have found you to be most impressive... you are off to an excellent beginning.;NM35AAUTHA22212_.mp3
Greetings, young one. You have done very well for yourself so far. Continue and your promise shall be fulfilled.;NM35AAUTHA22213_.mp3
Was that Jergan I just saw you talking to? Do you know where he went?;NM02AEANGR01000_.mp3
He went backstage to arrange a meeting between me and the band.;
You fell for his story, too? Well, I got some bad news for you sister - he ain't coming back. I gave him 20 credits last week, and he just disappeared with it!;NM02AEANGR01002_.mp3
When I tried to get backstage to look for him, nobody even knew who he was! He can't set up a meeting with the band - he's just some sleazy con artist spinning lies!;NM02AEANGR01007_.mp3
"I doubt he'd be dumb enough to show up here again; he knows I'm looking for him! And if I ever find him he's going to pay for ripping me off - with interest!";NM02AEANGR01009_.mp3
No. I have no idea where he went.;
Well if you see that slime ball tell him Lana is looking for him! I gave him 20 credits and he promised to get me backstage to meet the band. Then, he disappeared!;NM02AEANGR01005_.mp3
Greetings. If you haven't heard, there's some trouble over at the academy. A power struggle, most likely, but news is sketchy. So... anything Czerka can do for you?;NM33AACZER07000_.mp3
What does Czerka do here on Korriban?;
We do some mining here and are responsible for local shipping and support of the Sith on Korriban.;NM33AACZER07017_.mp3
Our starport is mostly just freighters and such, but we do get many travelers that come here to learn from the Sith.;NM33AACZER07018_.mp3
I must say... Czerka is in need of droids right now. That's a mighty fine-looking one you have there...;NM33AACZER07019_.mp3
Objection: This unit is not for sale, meatbag.;NM33AACZER07020_.mp3
Errr... yes, of course, no offense meant. Heh. Touchy, isn't it?;NM33AACZER07021_.mp3
This office is actually our administrative headquarters for this region. Rather inauspicious, isn't it? We offer good prices here to those traders that keep the colony supplied.;NM33AACZER07024_.mp3
If you're in need of anything, this is the place to come.;NM33AACZER07025_.mp3
Can I see what you have to offer?;
You certainly can. Allow me to punch up our stock.;NM33AACZER07027_.mp3
Czerka works with the Sith?;
Well why not? This is Sith space now, and the company has to survive regardless of who is in charge. The Republic, the Sith, eh... the economy has to keep going.;NM33AACZER07029_.mp3
Profit at any cost... just like on my world.;
I'm not sure what your pet is muttering, but keep a restraining collar on it. It won't last long if it gets loose. Now, was there something else?;NM33AACZER07031_.mp3
Can I ask you some questions about the colony?;
Certainly.;NM33AACZER07034_.mp3
What can you tell me about the colony?;
There truly isn't much to tell, citizen. Dreshdae was established by the Sith, and we arrived to take advantage of some of the planet's mineral wealth.;NM33AACZER07036_.mp3
The only thing that's really unusual about Dreshdae, I suppose, is that the Sith built their academy on the east side of the colony. You don't find those just anywhere.;NM33AACZER07037_.mp3
Have you ever heard of a Star Map?;
A Star Map? We sell navigational components, if that's what you mean.;NM33AACZER07039_.mp3
No, I mean as in old ruins.;
Well... the Sith have some old ruins that interest them up on the surface of the planet. If this map of yours is there, however, they've said nothing about it.;NM33AACZER07041_.mp3
What do you know about the Sith academy?;
Not much. The Sith are a rather secretive lot, and they don't allow many into the academy. I hear they claim that Korriban was inhabited long ago by other Sith.;NM33AACZER07043_.mp3
That would explain why this place is so creepy. This whole planet makes my head-tails twitch!;NM33AACZER07044_.mp3
But no one truly knows if that's true. The planet is certainly uninhabited outside of Dreshdae and always has been.;NM33AACZER07045_.mp3
Who is allowed in the academy?;
Only prospective students. We get many who come here each year, hoping to get picked. Many are simply considered too weak, I'm afraid.;NM33AACZER07047_.mp3
I understand there is one main person amongst the Sith who decides which students are worthy... Yuthura Ban, I believe her name is.;NM33AACZER07048_.mp3
Where do I find this Yuthura?;
Other than in the academy itself, I'm sorry, I don't know.;NM33AACZER07050_.mp3
How can one reach the ruins on the surface?;
Czerka sends freighters to the surface every now and again to ferry artifacts to the Core.;NM33AACZER07052_.mp3
The men are not allowed out of their ships, however, as only Sith are allowed on the surface. Beyond that I really can't say.;NM33AACZER07053_.mp3
[Persuade] Can't say or don't know?;
[Success] Well... all I know is that they call the site the Valley of the Dark Lords. Apparently, there are Sith Lords of old buried in tombs there.;NM33AACZER07055_.mp3
I don't know anything else. Neither will you, I'm sure... only the Sith students are allowed access to the site.;NM33AACZER07059_.mp3
I'll be going.;
Do come again.;NM33AACZER07061_.mp3
[Failure] Does it matter? I don't intend to speak of it, regardless.;NM33AACZER07056_.mp3
[Force Persuade] It is very important that you tell me what you know.;
[Success] They... they call the site the Valley of the Dark Lords. Ancient Sith are buried in tombs there, along with many artifacts of old... some of great power, apparently.;NM33AACZER07058_.mp3
Now, was there anything else?;NM33AACZER07032_.mp3
Greetings. You've heard of that awful business on Edean, yes? Our corporate outpost there has been destroyed by the Wookiee savages.;NM33AACZER07001_.mp3
This could put back the use of Wookiee labor considerably. We may even have to abandon the planet completely.;NM33AACZER07002_.mp3
You make our freedom sound like a tragedy.;
I see you got one of your own early. May as well, while you can. Now then... was there something I could do for you?;NM33AACZER07004_.mp3
Yeah, I sure bet the Wookiees would hate to see ya go.;NM33AACZER07005_.mp3
Well, certainly. Now they are doomed to remain savages forever... or possibly become extinct. Very sad. Now then... was there something you needed?;NM33AACZER07006_.mp3
Ah, well. What can you do? Sorry... was there something you needed?;NM33AACZER07007_.mp3
If you've come for any medical supplies, I have to warn you that the kolto source on Manaan has been poisoned.;NM33AACZER07008_.mp3
It's a tragedy, considering the war and all... casualties are going to go through the roof. Czerka is pulling all its kolto out of storage as we speak.;NM33AACZER07009_.mp3
Hmm. Aren't you the human who won the swoop race on Manaan? Congradulations and well done! It was most exciting to watch!;NM33AACZER07010_.mp3
It is an honor to have you in our offices. How may Czerka serve you?;NM33AACZER07011_.mp3
Tsk. I suppose you've heard about the destruction of Taris, yes? Awful business, that. Czerka lost a fortune there, not that the Sith care.;NM33AACZER07012_.mp3
I understand you're receiving training at the monastery, citizen. Congratulations!;NM33AACZER07013_.mp3
Greetings again, citizen. Something you need?;NM33AACZER07014_.mp3
Greetings and welcome to Czerka Corporation.;NM33AACZER07015_.mp3
N-now hold on, we don't want any trouble... please?;NM18AB13CR11000_.mp3
I'm no threat. I'm just wearing their robes.;
Scared the living Force right out of me with that trick. You do that way too well. I thought our number was up for sure.;NM18AB13CR11002_.mp3
I doubt we could hold out on our own against another wave of them.;NM18AB13CR11008_.mp3
I would assume this was done by the Sand People?;
You would be right. Came out of nowhere. Wait... Damn it! Here they come again! How do they do that!;NM18AB13CR11010_.mp3
You miners are cowards. A single attack wiped you out?;
Nothing in the job description covers this. Wait... well I guess we'll see how you fare. Here they come again!;NM18AB13CR11013_.mp3
Did the company send you? It's about time they drove these animals out!;NM18AB13CR11016_.mp3
I've agreed to try and stop the Sand People attacks.;
Well you've got a lot of work ahead of you. Do you know about their enclave in the south? Don't even try to go near it.;NM18AB13CR11018_.mp3
They've taken all the Czerka weapons that were supposed to protect our sandcrawlers. That place is a fortress. A death trap.;NM18AB13CR11020_.mp3
You'll have to find some way to sneak into the place. Glad it's not my job.;NM18AB13CR11022_.mp3
Do you know anything about the Sand People?;
Just that they attack everything on sight. Well, I suppose they don't attack each other, but any outsider is as good as dead.;NM18AB13CR11024_.mp3
The company tried to arm us, and even set up remote self-powered turrets on the mining route, but...but that just made things worse.;NM18AB13CR11026_.mp3
We're not soldiers. They still kill us, and then take our weapons off our corpses. They even had the Jawas disable the turrets and set them around their enclave.;NM18AB13CR11035_.mp3
It's like a fortress now. I don't know how you're going to break through all of that. Me, I'd sneak in. Well, actually, I would just get back to Anchorhead.;NM18AB13CR11028_.mp3
The Sand People are using turrets?;
They use whatever they scavenge. They seem to hate our technology, but they love to turn it against us. That goes for blasters and turrets too, I guess.;NM18AB13CR11037_.mp3
It's not like you need to be a genius to operate them. They probably don't even bother with special settings. They just watch for people approaching and switch them on.;NM18AB13CR11038_.mp3
I have other questions about the desert.;
I don't have time for this sort of thing. I'm through with the desert. You can take your Sand People, krayt dragons, and crazy hunters.;NM18AB13CR11034_.mp3
I have to go.;
Yeah, so do we. There's no way we're repairing this thing while getting attacked over and over. The desert can have it.;NM18AB13CR11030_.mp3
Ah, the Jawas will salvage it eventually anyway. Then we can buy it back and start over. Heh. Makes sense to me.;NM18AB13CR11032_.mp3
[Leave];
They... left? Well if that don't beat all.;NM18AB13CR11005_.mp3
Who are you? Ah. It doesn't matter. Can you handle a blaster? They may attack again at any second.;NM18AB13CR11006_.mp3
Thanks for your help. I don't think we'll try holding this position for much longer. We're not soldiers.;NM18AB13CR11014_.mp3
You ain't supposed to be here! This ain't your home!;NM02AECHIL04000_.mp3
Is you one of the Sith? My daddy says the Sith are nothing but bullies. You don't look like a bully.;NM02AECHIL04002_.mp3
My Momma said I have to stay out of the Lower City. That's where bad people live.;NM02AECHIL04004_.mp3
You ever seen a swoop bike? I seen them at the races sometimes. They go fast and make lots of noise!;NM02AECHIL04006_.mp3
With the new information we can gain from the Temple, we will be able to complete our experiments!;
